#V3.30.01.05-trans
#_SS-V3.30.01.05-trans;_2017_01_13;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.2
#_SS-V3.30.01.05-trans;user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_SS-V3.30.01.05-trans;user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Tue Jan 31 09:42:17 2017
#_Number_of_datafiles: 2
#_observed data:
#V3.30.01.05-trans
1889 #_styr
2016 #_endyr
1 #_nseas
12 #_months/season
2 #_N_subseasons(even number, minimum is 2)
1 #_spawn_month
2 #_Ngenders
25 #_Nages=accumulator age
1 #_N_areas
8 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_survey_timing: -1=for use of catch-at-age to override the month value associated with a datum 
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type, timing, area, units, need_catch_mult fleetname
#north fishery
1	-1	1	1	0	1_N_TRAWL	#
1	-1	1	1	0	2_N_FIX	# this is the OR nearshore index
1	-1	1	2	0	3_WA_REC	#
1	-1	1	1	0	4_OR_REC	#
#North survey
3	0.5	1	1	0	5_N_TRI_Early	#
3	0.5	1	1	0	6_N_TRI_Late	#
3	0.5	1	1	0	7_N_NWFSC	#
#research studies
#Lam study
3 0.5  1 1 0 8_N_Lam_Research  #
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch); can be overridden in control file with detailed F input
#Year	Season	Fleet	Catch	Catch_se
#commercial fleets
2015	7	7	1	0	1	78	78	6.99709415	0	0	0	0	42.83341178	14.29164705	14.29164705	28.58329411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.83341178	14.29164705	14.29164705	28.58329411	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	80	80	8	0	0	0	0	0	25	62.5	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	62.5	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	82	82	7	0	0	0	0	0	42.85714286	42.85714286	14.28571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.85714286	42.85714286	14.28571429	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	84	84	4	0	0	0	0	0	0	75	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	25	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	86	86	2	0	0	0	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	88	88	2	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	90	90	3	0	0	0	0	0	0	0	0	33.33333333	0	0	33.33333333	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	0	0	33.33333333	33.33333333	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	92	92	2	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	94	94	2	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	24	24	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	26	26	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	28	28	3	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	30	30	4	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	32	32	4	0	75	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	34	34	2	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	36	36	2	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	38	38	2	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	40	40	4	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	42	42	3	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	44	44	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	46	46	5	0	0	60	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	48	48	4	0	0	25	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	50	50	4	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	52	52	7	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	54	54	2	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	56	56	5	0	0	0	80	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	58	58	5	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	60	60	2	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	62	62	1	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	64	64	2	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	66	66	2	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	68	68	4	0	0	0	0	25	25	0	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	0	25	25	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	70	70	2	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	72	72	4	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	74	74	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	76	76	3	0	0	0	0	0	0	33.33333333	33.33333333	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	33.33333333	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	78	78	4	0	0	0	0	0	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	80	80	5	0	0	0	0	0	20	0	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	40	40	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	82	82	4	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	84	84	4	0	0	0	0	0	0	0	0	50	25	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	25	0	25	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	86	86	2	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	90	90	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	7	1	0	1	94	94	2	0	0	0	0	0	0	0	0	0	0	50	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	50	0	0	0	0	0	0	0
2016	7	7	1	0	1	96	96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
#NWFSC, north, male
#year	Season	Fleet	gender	partition	ageErr	LbinLo	LbinHi	nSamps	M0	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M10.1	M11.1	M12.1	M13.1	M14.1	M15.1	M16.1	M17.1	M18.1	M19.1	M20.1
2003	7	7	2	0	1	26	26	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	28	28	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	30	30	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	34	34	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	36	36	5	0	60	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	40	40	9	0	33.33333333	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	42	42	5.666965699	0	0	82.35387237	17.64612763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.35387237	17.64612763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	44	44	4.384627428	0	22.8069549	54.3860902	22.8069549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.8069549	54.3860902	22.8069549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	46	46	8	0	25	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	48	48	7	0	0	85.71428571	14.28571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.71428571	14.28571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	50	50	8	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	52	52	11	0	0	27.27272727	72.72727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.27272727	72.72727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	54	54	10	0	0	20	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	56	56	8	0	0	12.5	87.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	87.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	58	58	11	0	0	27.27272727	63.63636364	9.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.27272727	63.63636364	9.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	60	60	14.07522043	0	0	0	66.09831663	30.57501596	3.326667412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.09831663	30.57501596	3.326667412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	62	62	13.73418849	0	0	0	45.84740966	46.87149033	7.281100016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.84740966	46.87149033	7.281100016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	64	64	9	0	0	0	44.44444444	22.22222222	11.11111111	11.11111111	11.11111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.44444444	22.22222222	11.11111111	11.11111111	11.11111111	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	66	66	5	0	0	20	0	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	68	68	1	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	70	70	2	0	0	0	0	0	50	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	72	72	0.293919902	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	7	2	0	1	74	74	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	22	22	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	28	28	0.4	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	30	30	6	0	66.66666667	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.66666667	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	32	32	3	0	33.33333333	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	34	34	8	0	25	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	36	36	8	0	37.5	50	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5	50	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	38	38	7	0	0	85.71428571	14.28571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.71428571	14.28571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	40	40	10	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	42	42	5	0	0	80	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	44	44	14	0	0	21.42857143	71.42857143	7.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.42857143	71.42857143	7.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	46	46	7	0	0	0	85.71428571	14.28571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.71428571	14.28571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	48	48	7	0	0	14.28571429	85.71428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.28571429	85.71428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	50	50	16.32356504	0	0	0	69.36943622	24.50445102	6.126112756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.36943622	24.50445102	6.126112756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	52	52	15	0	0	0	66.66666667	20	13.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.66666667	20	13.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	54	54	13	0	0	0	30.76923077	61.53846154	0	7.692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.76923077	61.53846154	0	7.692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	56	56	11	0	0	0	9.090909091	90.90909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.090909091	90.90909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	58	58	6	0	0	0	16.66666667	66.66666667	16.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.66666667	66.66666667	16.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	60	60	6	0	0	0	33.33333333	33.33333333	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	33.33333333	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	62	62	14	0	0	0	14.28571429	14.28571429	50	21.42857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.28571429	14.28571429	50	21.42857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	64	64	8	0	0	0	0	25	37.5	37.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	37.5	37.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	66	66	9	0	0	0	0	22.22222222	44.44444444	22.22222222	11.11111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.22222222	44.44444444	22.22222222	11.11111111	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	68	68	5	0	0	0	0	20	60	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	60	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	70	70	4	0	0	0	0	0	75	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	72	72	2	0	0	0	0	0	0	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	74	74	3	0	0	0	0	0	33.33333333	0	33.33333333	0	0	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	0	33.33333333	0	0	33.33333333	0	0	0	0	0	0	0	0	0	0
2004	7	7	2	0	1	80	80	1	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	26	26	2	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	28	28	2	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	30	30	5	0	40	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	32	32	12	0	41.66666667	58.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.66666667	58.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	34	34	13.92176621	0	28.17003353	71.82996647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.17003353	71.82996647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	36	36	10	0	10	70	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	70	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	38	38	3	0	33.33333333	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	40	40	2	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	42	42	1.442586298	0	0	30.68005698	69.31994302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.68005698	69.31994302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	44	44	2	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	46	46	4	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	48	48	9	0	0	22.22222222	66.66666667	11.11111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.22222222	66.66666667	11.11111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	50	50	4	0	0	0	75	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	52	52	11.50888232	0	0	0	47.86635373	52.13364627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.86635373	52.13364627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	54	54	9	0	0	0	22.22222222	55.55555556	22.22222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.22222222	55.55555556	22.22222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	56	56	11	0	0	0	45.45454545	36.36363636	18.18181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.45454545	36.36363636	18.18181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	58	58	10	0	0	0	20	50	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	50	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	60	60	12	0	0	0	16.66666667	66.66666667	16.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.66666667	66.66666667	16.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	62	62	11	0	0	0	0	45.45454545	45.45454545	9.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.45454545	45.45454545	9.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	64	64	8	0	0	0	0	12.5	50	37.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	50	37.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	66	66	7	0	0	0	0	14.28571429	28.57142857	57.14285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.28571429	28.57142857	57.14285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	68	68	6	0	0	0	0	0	83.33333333	0	0	16.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.33333333	0	0	16.66666667	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	70	70	5	0	0	0	0	0	20	60	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	60	20	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	7	2	0	1	72	72	4	0	0	0	0	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0
